Species,PriceCateg,Weight,Length
Astyanax ribeirae,unknown,NA,8
Astyanax rioverde,NA,NA,7.48
Astyanax rivularis,unknown,NA,9.91
Astyanax robustus,unknown,NA,NA
Astyanax ruberrimus,unknown,NA,NA
Astyanax rupununi,unknown,NA,4.76
Astyanax saguazu,unknown,NA,9.23
Astyanax saltor,unknown,NA,5.902
Astyanax salvatoris,NA,NA,6.1
Astyanax scabripinnis,unknown,NA,7.8
Astyanax schubarti,unknown,NA,9
Astyanax scintillans,unknown,NA,2.999
Astyanax serratus,NA,NA,12
Astyanax siapae,unknown,NA,9.43
Astyanax stenohalinus,unknown,NA,7.76
Astyanax stilbe,unknown,NA,NA
Astyanax superbus,unknown,NA,NA
Astyanax symmetricus,unknown,NA,NA
Astyanax taeniatus,unknown,NA,9.599
Astyanax tamiahua,NA,NA,6.27
Astyanax tehuacanensis,NA,NA,7.45
Astyanax totae,unknown,NA,8.19
Astyanax trierythropterus,unknown,NA,NA
Astyanax troya,unknown,NA,7.38
Astyanax tumbayaensis,unknown,NA,NA
Astyanax tupi,unknown,NA,7.26
Astyanax turmalinensis,unknown,NA,6.48
Astyanax unitaeniatus,unknown,NA,NA
Astyanax utiariti,NA,NA,7.93
Astyanax validus,unknown,NA,15
Astyanax varzeae,NA,NA,8.31
Astyanax venezuelae,unknown,NA,5
Astyanax vermilion,NA,NA,4.28
Astyanax villwocki,unknown,NA,11.4
Astyanax xavante,NA,NA,5.96
Astyanax xiru,NA,NA,10.93
Asymbolus analis,NA,NA,90
Asymbolus funebris,low,NA,44.2
Asymbolus galacticus,NA,NA,47.7
Asymbolus occiduus,low,NA,60.1
Asymbolus pallidus,low,NA,43.9
Asymbolus parvus,low,NA,34.9
Asymbolus rubiginosus,low,NA,39.3
Asymbolus submaculatus,low,NA,41.4
Asymbolus vincenti,NA,NA,61
Ataeniobius toweri,unknown,NA,7
Ataxolepis apus,unknown,NA,4.45
Ataxolepis henactis,unknown,NA,4.04
Ateleopus indicus,unknown,NA,37
Ateleopus japonicus,unknown,NA,95
Ateleopus natalensis,unknown,NA,60
Ateleopus purpureus,unknown,NA,70
Ateleopus tanabensis,unknown,NA,36.2
Atelomycterus baliensis,low,NA,47.4
Atelomycterus erdmanni,NA,NA,50.1
Atelomycterus fasciatus,low,NA,45
Atelomycterus macleayi,low,NA,60
Atelomycterus marmoratus,low,NA,70
Atelomycterus marnkalha,NA,NA,47
Atheresthes evermanni,high,8500,100
Atheresthes stomias,low,8600,84
Atherina boyeri,high,NA,20
Atherina breviceps,medium,NA,11
Atherina hepsetus,medium,NA,20
Atherina lopeziana,medium,NA,8
Atherina presbyter,medium,NA,20
Atherinason hepsetoides,medium,NA,9
Atherinella alvarezi,unknown,NA,6.6
Atherinella ammophila,unknown,NA,NA
Atherinella argentea,unknown,NA,11.1
Atherinella balsana,unknown,NA,NA
Atherinella beani,unknown,NA,NA
Atherinella blackburni,unknown,NA,13
Atherinella brasiliensis,unknown,NA,17.7
Atherinella callida,unknown,NA,NA
Atherinella chagresi,unknown,NA,9
Atherinella colombiensis,unknown,NA,NA
Atherinella crystallina,unknown,NA,NA
Atherinella elegans,unknown,NA,NA
Atherinella eriarcha,unknown,NA,8
Atherinella guatemalensis,unknown,NA,7.5
Atherinella guija,unknown,NA,NA
Atherinella hubbsi,unknown,NA,7
Atherinella jiloaensis,unknown,NA,NA
Atherinella lisa,unknown,NA,NA
Atherinella marvelae,unknown,NA,NA
Atherinella meeki,unknown,NA,NA
Atherinella milleri,unknown,NA,5.5
Atherinella nepenthe,unknown,NA,10
Atherinella nesiotes,unknown,NA,10
Atherinella nocturna,unknown,NA,NA
Atherinella pachylepis,unknown,NA,16
Atherinella pallida,unknown,NA,NA
Atherinella panamensis,unknown,NA,11
Atherinella pellosemeion,unknown,NA,NA
Atherinella robbersi,unknown,NA,NA
Atherinella sallei,unknown,NA,NA
Atherinella sardina,unknown,NA,5.5
Atherinella schultzi,unknown,NA,NA
Atherinella serrivomer,unknown,NA,NA
Atherinella starksi,unknown,NA,11
Atherinella venezuelae,unknown,NA,NA
Atherinomorus aetholepis,medium,NA,7.2
Atherinomorus duodecimalis,NA,NA,11
Atherinomorus endrachtensis,NA,NA,9
Atherinomorus forskalii,NA,NA,13.3
Atherinomorus insularum,NA,9,9.8
Atherinomorus lacunosus,medium,NA,25
Atherinomorus lineatus,NA,NA,7.5
Atherinomorus pinguis,NA,NA,13.6
Atherinomorus regina,NA,NA,7
Atherinomorus stipes,medium,NA,10
Atherinomorus vaigiensis,medium,NA,17
Atherinops affinis,unknown,NA,37
Atherinopsis californiensis,unknown,NA,45
Atherinosoma elongata,medium,NA,9.5
Atherinosoma microstoma,medium,NA,10.7
Atherion africanum,NA,NA,5.5
Atherion elymus,NA,NA,5
Atherion maccullochi,medium,NA,NA
Atlantirivulus depressus,unknown,NA,6.5
Atlantirivulus guanabarensis,NA,NA,3.53
Atlantirivulus haraldsiolii,unknown,NA,5
Atlantirivulus janeiroensis,unknown,NA,6.5
Atlantirivulus jurubatibensis,NA,NA,2.57
Atlantirivulus lazzarotoi,NA,NA,NA
Atlantirivulus luelingi,unknown,NA,5
Atlantirivulus maricensis,NA,NA,3.8
Atlantirivulus nudiventris,unknown,NA,4.5
Atlantirivulus paranaguensis,NA,NA,4.39
Atlantirivulus ribeirensis,NA,NA,2.88
Atlantirivulus riograndensis,NA,NA,3.39
Atlantirivulus santensis,unknown,NA,6.5
Atlantirivulus simplicis,unknown,NA,3.46
Atlantirivulus unaensis,NA,NA,NA
Atlantoraja castelnaui,NA,NA,132
Atlantoraja cyclophora,medium,NA,78.9
Atlantoraja platana,medium,NA,81.6
Atopochilus chabanaudi,unknown,NA,6
Atopochilus christyi,unknown,NA,9.5
Atopochilus macrocephalus,unknown,NA,7.5
Atopochilus mandevillei,unknown,NA,14.1
Atopochilus pachychilus,unknown,NA,8.5
Atopochilus savorgnani,unknown,NA,10.5
Atopochilus vogti,unknown,NA,12.6
Atopocottus tribranchius,low,NA,3
Atopodontus adriaensi,NA,NA,10.01
Atopomesus pachyodus,unknown,NA,4.3
Atractodenchelys phrix,unknown,NA,NA
Atractodenchelys robinsorum,unknown,NA,NA
Atractoscion aequidens,medium,25000,130
Atractoscion atelodus,NA,NA,51.5
Atractoscion macrolepis,NA,NA,29
Atractoscion microlepis,NA,NA,35.5
Atractoscion nobilis,very high,41000,166
Atractosteus spatula,unknown,137000,305
Atractosteus tristoechus,unknown,NA,200
Atractosteus tropicus,unknown,2890,125
Atrilinea macrolepis,unknown,NA,10
Atrilinea macrops,unknown,NA,9.2
Atrilinea roulei,unknown,NA,15
Atrobucca adusta,medium,NA,46
Atrobucca alcocki,medium,NA,21.6
Atrobucca antonbruun,medium,NA,19.7
Atrobucca bengalensis,medium,NA,24
Atrobucca brevis,medium,NA,26
Atrobucca geniae,medium,NA,24.8
Atrobucca kyushini,medium,NA,25
Atrobucca marleyi,medium,NA,16.2
Atrobucca nibe,high,NA,45
Atrobucca trewavasae,medium,NA,21.9
Atrophacanthus japonicus,unknown,NA,4.4
Atropus atropos,medium,NA,26.5
Atrosalarias fuscus,unknown,NA,14.5
Atrosalarias holomelas,unknown,NA,14.5
Atrosalarias hosokawai,unknown,NA,7.38
Attonitus bounites,unknown,NA,5.67
Attonitus ephimeros,unknown,NA,4.97
Attonitus irisae,unknown,NA,4.62
Atule mate,medium,NA,30
Atypichthys latus,unknown,NA,30
Atypichthys strigatus,unknown,NA,25
Auchenionchus crinitus,unknown,NA,NA
Auchenionchus microcirrhis,unknown,NA,22.2
Auchenionchus variolosus,unknown,NA,18
Auchenipterichthys coracoideus,unknown,NA,10
Auchenipterichthys longimanus,unknown,112,22.8
Auchenipterichthys punctatus,unknown,NA,15.1
Auchenipterichthys thoracatus,unknown,62.39,13.8
Auchenipterus ambyiacus,unknown,NA,24.4
Auchenipterus brachyurus,unknown,NA,16.5
Auchenipterus brevior,unknown,NA,8.4
Auchenipterus britskii,unknown,NA,14
Auchenipterus demerarae,unknown,NA,10.3
Auchenipterus dentatus,unknown,NA,12.1
Auchenipterus fordicei,unknown,NA,9.9
Auchenipterus menezesi,unknown,NA,13.1
Auchenipterus nigripinnis,unknown,NA,20.2
Auchenipterus nuchalis,unknown,NA,27
Auchenipterus osteomystax,unknown,380,39
Auchenoceros punctatus,medium,NA,13
Auchenoglanis biscutatus,unknown,4400,54
Auchenoglanis occidentalis,unknown,NA,70
Aulacocephalus temminckii,very high,NA,40
Aulastomatomorpha phospherops,unknown,NA,28
Aulichthys japonicus,unknown,NA,12.8
Aulixidens eugeniae,unknown,NA,4.3
Aulohalaelurus kanakorum,low,NA,79
Aulohalaelurus labiosus,NA,NA,NA
Aulonocara aquilonium,unknown,NA,8.5
Aulonocara auditor,unknown,NA,8
Aulonocara baenschi,unknown,NA,13
Aulonocara brevinidus,unknown,NA,9.5
Aulonocara brevirostre,unknown,NA,8
Aulonocara ethelwynnae,unknown,NA,7.1
Aulonocara gertrudae,unknown,NA,11
Aulonocara guentheri,unknown,NA,15
Aulonocara hansbaenschi,unknown,NA,8.4
Aulonocara hueseri,unknown,NA,7.9
Aulonocara jacobfreibergi,unknown,NA,15
Aulonocara kandeensis,unknown,NA,7.8
Aulonocara koningsi,unknown,NA,9.22
Aulonocara korneliae,unknown,NA,7.8
Aulonocara maylandi,unknown,NA,15
Aulonocara nyassae,unknown,NA,8
Aulonocara rostratum,unknown,NA,18
Aulonocara saulosi,unknown,NA,9.2
Aulonocara steveni,unknown,NA,8.9
Aulonocara stonemani,unknown,NA,5.5
Aulonocara stuartgranti,unknown,NA,11.8
Aulonocara trematocephalum,unknown,NA,9
Aulonocranus dewindti,unknown,NA,14
Aulopareia atripinnatus,very high,NA,NA
Aulopareia janetae,very high,NA,8
Aulopareia koumansi,NA,NA,NA
Aulopareia unicolor,very high,NA,8.8
Aulopus bajacali,unknown,NA,21.4
Aulopus cadenati,unknown,NA,40
Aulopus filamentosus,unknown,NA,44
Aulopyge huegelii,unknown,NA,20
Aulorhynchus flavidus,unknown,NA,18
Aulostomus chinensis,unknown,NA,80
Aulostomus maculatus,unknown,NA,100
Aulostomus strigosus,unknown,NA,75
Aulotrachichthys argyrophanus,low,NA,7.5
Aulotrachichthys atlanticus,low,NA,10.3
Aulotrachichthys heptalepis,low,NA,6.7
Aulotrachichthys latus,low,NA,NA
Aulotrachichthys novaezelandicus,low,NA,NA
Aulotrachichthys prosthemius,low,NA,6.14
Aulotrachichthys pulsator,low,NA,8
Aulotrachichthys sajademalensis,low,NA,9.6
Aurigequula fasciata,high,NA,21
Auriglobus amabilis,very high,NA,7
Auriglobus modestus,very high,NA,10.6
Auriglobus nefastus,very high,NA,13
Auriglobus remotus,very high,NA,6.2
Auriglobus silus,very high,NA,8.2
Australoheros acaroides,NA,NA,12.01
Australoheros angiru,NA,NA,7.7
Australoheros autochthon,NA,NA,NA
Australoheros autrani,NA,NA,7.32
Australoheros barbosae,NA,NA,9.62
Australoheros capixaba,NA,NA,5.74
Australoheros charrua,NA,NA,7.79
Australoheros facetus,unknown,NA,19.3
Australoheros forquilha,NA,NA,11.04
Australoheros guarani,NA,NA,12.91
Australoheros ipatinguensis,NA,NA,5.35
Australoheros kaaygua,unknown,NA,NA
Australoheros macacuensis,NA,NA,8.32
Australoheros macaensis,NA,NA,7.37
Australoheros mattosi,NA,NA,8.04
Australoheros minuano,NA,NA,8.39
Australoheros montanus,NA,NA,10.25
Australoheros muriae,NA,NA,12.13
Australoheros paraibae,NA,NA,6.11
Australoheros perdi,NA,NA,16.7
Australoheros ribeirae,NA,NA,7.55
Australoheros robustus,NA,NA,7.45
Australoheros sanguineus,NA,NA,10.53
Australoheros saquarema,NA,NA,8.03
Australoheros scitulus,unknown,NA,11
Australoheros taura,NA,NA,12.45
Australoheros tavaresi,NA,NA,7.89
Australoheros tembe,unknown,NA,13.4
Australoheros ykeregua,NA,NA,13.68
Austrobatrachus foedus,unknown,NA,27
Austrobatrachus iselesele,NA,NA,21.24
Austrofundulus guajira,unknown,NA,NA
Austrofundulus leohoignei,unknown,NA,NA
Austrofundulus leoni,unknown,NA,NA
Austrofundulus limnaeus,unknown,NA,8
Austrofundulus myersi,unknown,NA,NA
Austrofundulus rupununi,unknown,NA,NA
Austrofundulus transilis,unknown,NA,10
Austroglanis barnardi,unknown,NA,8.62
Austroglanis gilli,unknown,NA,13.73
Austroglanis sclateri,unknown,NA,30
Austroglossus microlepis,high,4000,75
Austroglossus pectoralis,medium,NA,60
Austrolabrus maculatus,very high,NA,12.55
Austrolebias adloffi,unknown,NA,4.6
Austrolebias affinis,unknown,NA,5
Austrolebias alexandri,unknown,NA,9
Austrolebias arachan,unknown,NA,4.37
Austrolebias araucarianus,NA,NA,3.52
Austrolebias bagual,NA,NA,3.93
Austrolebias bellottii,unknown,NA,7
Austrolebias carvalhoi,unknown,NA,3.73
Austrolebias charrua,unknown,NA,4.72
Austrolebias cheradophilus,unknown,NA,6.5
Austrolebias cinereus,unknown,NA,6
Austrolebias cyaneus,unknown,NA,5
Austrolebias duraznensis,NA,NA,NA
Austrolebias elongatus,unknown,NA,22
Austrolebias gymnoventris,unknown,NA,5
Austrolebias ibicuiensis,unknown,NA,5
Austrolebias jaegari,unknown,NA,3.04
Austrolebias juanlangi,unknown,NA,NA
Austrolebias litzi,unknown,NA,NA
Austrolebias luteoflammulatus,unknown,NA,4.5
Austrolebias melanoorus,unknown,NA,6
Austrolebias minuano,unknown,NA,4.65
Austrolebias monstrosus,unknown,NA,15
Austrolebias nachtigalli,unknown,NA,NA
Austrolebias nigripinnis,unknown,NA,7
Austrolebias nigrofasciatus,unknown,2.6,5.8
Austrolebias nioni,unknown,NA,NA
Austrolebias nonoiuliensis,unknown,NA,8
Austrolebias paranaensis,unknown,NA,NA
Austrolebias patriciae,unknown,NA,4
Austrolebias paucisquama,NA,NA,3.42
Austrolebias pelotapes,NA,NA,3.14
Austrolebias periodicus,unknown,NA,5
Austrolebias pongondo,NA,NA,4.09
Austrolebias prognathus,unknown,NA,12
Austrolebias quirogai,NA,NA,4.82
Austrolebias reicherti,NA,NA,4.2
Austrolebias robustus,unknown,NA,NA
Austrolebias toba,unknown,NA,NA
Austrolebias univentripinnis,unknown,NA,NA
Austrolebias vandenbergi,unknown,NA,9
Austrolebias varzeae,unknown,NA,3.37
Austrolebias vazferreirai,unknown,NA,10
Austrolebias viarius,unknown,NA,8
Austrolebias wolterstorffi,unknown,NA,10
Austrolethops wardi,very high,NA,6
Austrolycus depressiceps,unknown,NA,57
Austrolycus laticinctus,unknown,NA,82.4
Austronibea oedogenys,medium,NA,20
Auxis brachydorax,high,NA,40
Auxis eudorax,high,NA,36.5
Auxis rochei,very high,NA,50
Auxis thazard,very high,1720,65
Avocettina acuticeps,unknown,NA,77
Avocettina bowersii,unknown,NA,NA
Avocettina infans,unknown,NA,80
Avocettina paucipora,unknown,NA,55
Awaous acritosus,very high,NA,18
Awaous aeneofuscus,very high,NA,26
Awaous banana,very high,NA,30
Awaous bustamantei,very high,NA,19.3
Awaous commersoni,very high,NA,25
Awaous flavus,very high,NA,8.2
Awaous fluviatilis,NA,NA,1.7
Awaous grammepomus,very high,NA,15
Awaous guamensis,very high,NA,24.51
Awaous jayakari,NA,NA,NA
Awaous lateristriga,very high,NA,13.98
Awaous litturatus,very high,NA,NA
Awaous macrorhynchus,very high,NA,38
Awaous melanocephalus,very high,NA,15
Awaous ocellaris,very high,NA,15.5
Awaous pallidus,very high,NA,19
Awaous personatus,very high,NA,11.1
Awaous stamineus,NA,NA,NA
Awaous tajasica,very high,NA,16.3
Axelrodia lindeae,unknown,NA,2.06
Axelrodia riesei,unknown,NA,2.14
Axelrodia stigmatias,unknown,NA,2.49
Axoclinus cocoensis,unknown,NA,3.5
Axoclinus lucillae,unknown,NA,3
Axoclinus multicinctus,unknown,NA,3
Axoclinus nigricaudus,unknown,NA,4.5
Axoclinus rubinoffi,unknown,NA,3.5
Axoclinus storeyae,NA,NA,NA
Ayarnangra estuarius,unknown,NA,NA
Aztecula sallaei,unknown,NA,NA
Azurina eupalama,unknown,NA,15
Azurina hirundo,unknown,NA,14
Azygopterus corallinus,unknown,NA,NA
Azygopus pinnifasciatus,medium,NA,20
Babka gymnotrachelus,very high,NA,16.2
Badis andrewraoi,NA,NA,3.92
Badis assamensis,unknown,NA,6.8
Badis autumnum,NA,NA,3.59
Badis badis,unknown,2.58,7.1
Badis blosyrus,unknown,NA,4.16
Badis britzi,NA,NA,3.27
Badis chittagongis,unknown,NA,3.54
Badis corycaeus,unknown,NA,3.49
Badis dibruensis,NA,NA,4.08
Badis ferrarisi,unknown,NA,3.49
Badis juergenschmidti,NA,NA,3.46
Badis kanabos,unknown,NA,3.56
Badis khwae,unknown,NA,2.91
Badis kyanos,NA,NA,3.52
Badis kyar,unknown,NA,3.84
Badis laspiophilus,NA,NA,2.1
Badis pancharatnaensis,NA,NA,4.61
Badis pyema,unknown,NA,4.14
Badis ruber,unknown,NA,5
Badis siamensis,unknown,NA,3.93
Badis singenensis,NA,NA,3.7
Badis soraya,NA,NA,3.17
Badis triocellus,NA,NA,4.874
Badis tuivaiei,unknown,NA,5.7
Bagarius bagarius,unknown,NA,200
Bagarius rutilus,unknown,NA,100
Bagarius suchus,unknown,NA,70
Bagarius yarrelli,unknown,NA,200
Bagre bagre,medium,101.2,55
Bagre marinus,medium,4360,69
Bagre panamensis,medium,NA,51
Bagre pinnimaculatus,medium,NA,95
Bagrichthys hypselopterus,unknown,NA,40
Bagrichthys macracanthus,unknown,NA,25
Bagrichthys macropterus,unknown,NA,30
Bagrichthys majusculus,unknown,NA,NA
Bagrichthys micranodus,unknown,NA,18.5
Bagrichthys obscurus,unknown,NA,24.91
Bagrichthys vaillantii,unknown,NA,NA
Bagroides hirsutus,unknown,NA,NA
Bagroides melapterus,unknown,NA,34
Bagropsis reinhardti,unknown,NA,22.7
Bagrus bajad,unknown,12500,112
Bagrus caeruleus,unknown,NA,21
Bagrus degeni,unknown,NA,55
Bagrus docmak,unknown,35000,127
Bagrus filamentosus,unknown,2050,69
Bagrus lubosicus,unknown,NA,24.3
Bagrus meridionalis,unknown,9500,150
Bagrus orientalis,unknown,NA,44.7
Bagrus tucumanus,NA,NA,NA
Bagrus ubangensis,unknown,NA,31.5
Bagrus urostigma,unknown,NA,72
Bahaba chaptis,medium,NA,50
Bahaba polykladiskos,medium,NA,40
Bahaba taipingensis,medium,100000,200
Baileychromis centropomoides,unknown,NA,16.8
Bairdiella armata,medium,NA,30
Bairdiella chrysoura,medium,NA,30
Bairdiella ensifera,medium,NA,35
Bairdiella icistia,medium,NA,30
Bairdiella ronchus,medium,NA,35
Bajacalifornia aequatoris,unknown,NA,NA
Bajacalifornia arcylepis,unknown,NA,21.6
Bajacalifornia burragei,unknown,NA,18.1
Bajacalifornia calcarata,unknown,NA,38
Bajacalifornia erimoensis,unknown,NA,36.6
Bajacalifornia megalops,unknown,NA,40
Bajacalifornia microstoma,unknown,NA,24.7
Balantiocheilos ambusticauda,NA,NA,10.51
Balantiocheilos melanopterus,unknown,NA,35
Baldwinella aureorubens,very high,NA,30
Baldwinella vivanus,very high,NA,25
Balistapus undulatus,medium,NA,30
Balistes capriscus,high,6150,60
Balistes ellioti,medium,NA,NA
Balistes polylepis,medium,NA,76
Balistes punctatus,medium,1800,60
Balistes rotundatus,medium,NA,27.2
Balistes vetula,medium,5440,60
Balistes willughbeii,medium,NA,13.1
Balistoides conspicillum,medium,NA,50
Balistoides viridescens,medium,NA,75
Balitora annamitica,unknown,NA,12
Balitora brucei,unknown,NA,10.5
Balitora burmanica,unknown,NA,10
Balitora chipkali,NA,NA,5.06
Balitora eddsi,NA,NA,4.57
Balitora elongata,unknown,NA,6.2
Balitora haithanhi,NA,NA,NA
Balitora jalpalli,NA,NA,6.17
Balitora kwangsiensis,unknown,NA,12
Balitora lancangjiangensis,unknown,NA,7.1
Balitora laticauda,NA,NA,8.44
Balitora longibarbata,unknown,NA,7.8
Balitora ludongensis,NA,NA,6.32
Balitora meridionalis,unknown,NA,8.15
Balitora mysorensis,unknown,NA,7.27
Balitora nantingensis,unknown,NA,7.05
Balitora nigrocorpa,NA,NA,NA
Balitora nujiangensis,unknown,NA,NA
Balitora tchangi,unknown,NA,4.6
Balitora vanlani,NA,NA,NA
Balitora vanlongi,NA,NA,NA
Balitoropsis ophiolepis,unknown,NA,11.1
Balitoropsis zollingeri,unknown,NA,10
Ballerus ballerus,unknown,940,40
Ballerus sapa,unknown,NA,35
Bambradon laevis,NA,NA,NA
Bangana almorae,unknown,NA,NA
Bangana ariza,unknown,1360,30
Bangana behri,unknown,NA,60
Bangana brevirostris,NA,NA,9.37
Bangana decora,unknown,4000,33
Bangana dero,unknown,NA,75
Bangana devdevi,unknown,NA,50
Bangana diplostoma,unknown,NA,17.2
Bangana discognathoides,unknown,NA,33
Bangana elegans,unknown,NA,3.5
Bangana gedrosicus,unknown,NA,25
Bangana lemassoni,unknown,NA,30
Bangana lippus,unknown,NA,28.4
Bangana rendahli,unknown,NA,33
Bangana sinkleri,unknown,NA,6.91
Bangana tonkinensis,unknown,NA,NA
Bangana tungting,unknown,NA,21.3
Bangana wui,unknown,3000,30.5
Bangana xanthogenys,unknown,NA,NA
Bangana yunnanensis,unknown,NA,NA
Bangana zhui,unknown,NA,35
Banjos aculeatus,NA,NA,34.5
Banjos banjos,unknown,NA,20
Banjos peregrinus,NA,NA,17.7
Barathrites iris,NA,NA,62.5
Barathrites parri,NA,NA,27.5
Barathrodemus manatinus,NA,NA,15.1
Barathrodemus nasutus,NA,NA,NA
Barathronus affinis,unknown,NA,NA
Barathronus bicolor,unknown,NA,NA
Barathronus bruuni,unknown,NA,NA
Barathronus diaphanus,unknown,NA,NA
Barathronus linsi,NA,NA,10.1
Barathronus maculatus,unknown,NA,18
Barathronus multidens,unknown,NA,NA
Barathronus pacificus,unknown,NA,NA
Barathronus parfaiti,unknown,NA,10
Barathronus solomonensis,NA,NA,10
Barathronus unicolor,unknown,NA,NA
Barbantus curvifrons,unknown,NA,13.1
Barbantus elongatus,unknown,NA,17.8
Barbapellis pterygalces,NA,NA,NA
Barbatula altayensis,unknown,NA,NA
Barbatula barbatula,unknown,200,21
Barbatula bergamensis,NA,NA,5.4
Barbatula compressirostris,unknown,NA,17.2
Barbatula dgebuadzei,unknown,NA,14.1
Barbatula farsica,unknown,NA,5.7
Barbatula gibba,NA,NA,7.57
Barbatula golubtsovi,NA,NA,13.3
Barbatula markakulensis,NA,NA,8.5
Barbatula nuda,unknown,NA,22
Barbatula potaninorum,NA,NA,10.5
Barbatula quignardi,NA,NA,7
Barbatula restricta,NA,NA,11.5
Barbatula sawadai,NA,NA,15
Barbatula sturanyi,NA,NA,10
Barbatula tomiana,NA,NA,13.4
Barbatula toni,unknown,NA,16
Barbatula zetensis,NA,NA,6.6
Barbichthys laevis,unknown,NA,30
Barbodes amarus,unknown,NA,NA
Barbodes aurotaeniatus,unknown,NA,6
Barbodes banksi,unknown,NA,NA
Barbodes bantolanensis,unknown,NA,12.4
Barbodes baoulan,unknown,NA,10.8
Barbodes belinka,unknown,NA,23.5
Barbodes binotatus,unknown,NA,20
Barbodes bunau,unknown,NA,NA
Barbodes carnaticus,unknown,12000,60
Barbodes cataractae,unknown,NA,NA
Barbodes clemensi,unknown,NA,23.5
Barbodes colemani,unknown,NA,NA
Barbodes disa,unknown,NA,9.2
Barbodes dorsimaculatus,unknown,NA,3.1
Barbodes dunckeri,unknown,NA,NA
Barbodes everetti,unknown,NA,15
Barbodes flavifuscus,unknown,NA,10.5
Barbodes hemictenus,unknown,NA,10
Barbodes herrei,unknown,NA,NA
Barbodes ivis,NA,NA,NA
Barbodes joaquinae,NA,NA,NA
Barbodes katolo,unknown,NA,11
Barbodes kuchingensis,unknown,NA,NA
Barbodes lanaoensis,unknown,NA,9.4
Barbodes lateristriga,unknown,77.5,18.6
Barbodes lindog,unknown,NA,13.2
Barbodes mahakkamensis,unknown,NA,NA
Barbodes manalak,unknown,NA,31.5
Barbodes manguaoensis,unknown,NA,14
Barbodes microps,unknown,NA,12.5
Barbodes montanoi,unknown,NA,9
Barbodes pachycheilus,unknown,NA,NA
Barbodes palaemophagus,unknown,NA,12.8
Barbodes palata,unknown,NA,14
Barbodes palavanensis,NA,NA,NA
Barbodes platysoma,unknown,NA,18
Barbodes polylepis,unknown,NA,NA
Barbodes quinquemaculatus,NA,NA,NA
Barbodes resinus,unknown,NA,22
Barbodes rhombeus,unknown,NA,6.5
Barbodes semifasciolatus,unknown,NA,7
Barbodes sirang,unknown,NA,12.4
Barbodes snyderi,NA,NA,NA
Barbodes strigatus,unknown,NA,16.8
Barbodes sunieri,unknown,NA,28.7
Barbodes tras,unknown,NA,12.6
Barbodes truncatulus,unknown,NA,13.3
Barbodes tumba,unknown,NA,12.8
Barbodes umalii,NA,NA,NA
Barbodes wynaadensis,unknown,NA,25
Barbodes xouthos,NA,NA,NA
Barboides britzi,unknown,NA,1.29
Barboides gracilis,unknown,NA,1.8
Barbonymus altus,unknown,NA,25
Barbonymus balleroides,unknown,NA,30
Barbonymus collingwoodii,unknown,NA,21.5
Barbonymus gonionotus,unknown,NA,40.5
